STUDY_ID,trait,Metric,Tau,sd_rand,Bottom_025,bottomsixth,Mid,topsixth,Top_975,significant
10,TR_Max_Height,Beta_Tau,0.33333333333333337,0.19243351602997727,-0.3714285714285715,-0.18095238095238098,0.009523809523809525,0.18095238095238098,0.3714285714285715,zInsig
10,TR_Mean_SeedMass,Beta_Tau,0.5294117647058824,0.17984430030876775,-0.35294117647058826,-0.17647058823529413,0,0.17647058823529413,0.3382352941176471,POS
112,TR_BodyLength_mm,Beta_Tau,0.023281071493113946,0.056414543357970644,-0.10957740409199543,-0.0546395881688601,4.742329955833838e-5,0.05413671704660383,0.11223586908801561,zInsig
112,TR_Mean_LengthMax,Beta_Tau,0.0222443156039542,0.07221685317283041,-0.14141212686196997,-0.07004003563919335,-2.7372160234825964e-4,0.07080793096297025,0.14052753940376667,zInsig
119,TR_BodyLength_mm,Beta_Tau,-0.16769003732238574,0.00963873452929572,-0.01897862271203396,-0.009260278910715536,8.257328156172701e-5,0.009300376377160195,0.019217662154178833,NEG
119,TR_Mean_LengthMax,Beta_Tau,-0.1436599448295174,0.00914582888268919,-0.017611753781200307,-0.008693225239393969,3.022734887557569e-5,0.008896357029813931,0.018063338407042072,NEG
121,TR_BodyLength_mm,Beta_Tau,-0.08794619449634121,0.04105086669918561,-0.07889356424711305,-0.039027980951408185,1.0888932380255182e-4,0.040826646168291805,0.08015150296927707,NEG
123,TR_BodyLength_mm,Beta_Tau,-0.17616551330086794,0.017137418824241128,-0.03389082659718028,-0.01649760250729912,2.413086918779353e-4,0.016593817412865863,0.03322399987327051,NEG
123,TR_Mean_LengthMax,Beta_Tau,-0.09114238811207273,0.01906251418808004,-0.037330151023628244,-0.01853838109444688,1.3130439787384567e-5,0.018601385465040515,0.037533010154477416,NEG
125,TR_BodyLength_mm,Beta_Tau,-0.02201962667627987,0.052771220059311855,-0.10347504737895548,-0.05010452712015559,0.0011719612924124079,0.05211064796006456,0.10313980220323872,zInsig
125,TR_Mean_LengthMax,Beta_Tau,-0.043138406903481634,0.054104146596124544,-0.10613036264710597,-0.051584453185604076,-2.808284931082131e-4,0.053234740712403104,0.10877656530282437,zInsig
126,TR_Mean_LengthMax,Beta_Tau,-0.14285714285714285,0.3170435244907975,-0.6190476190476191,-0.3333333333333333,0.047619047619047616,0.3333333333333333,0.6190476190476191,zInsig
127,TR_BodyLength_mm,Beta_Tau,-0.017011634012765415,0.11311518420038993,-0.219868251005487,-0.10948923748999173,-4.268876783961829e-4,0.1092517430055143,0.21899662529773778,zInsig
127,TR_Mean_LengthMax,Beta_Tau,-0.04124850504857746,0.11985826139635164,-0.23761820756529928,-0.1192903739175051,-0.004344863831872102,0.11422435061180539,0.23270936163325343,zInsig
133,TR_QualBS_Numeric,Beta_Tau,NaN,NA,NA,NA,NA,NA,NA,NA
143,TR_BodyLength_mm,Beta_Tau,0.13043478260869565,0.14943110334252963,-0.2885375494071146,-0.14624505928853754,0.003952569169960474,0.14624505928853754,0.2885375494071146,zInsig
143,TR_QualBS_Numeric,Beta_Tau,0.03283250538702796,0.1779842932658525,-0.33926922233262224,-0.17510669539748247,0,0.17510669539748247,0.35021339079496494,zInsig
148,TR_BodyLength_mm,Beta_Tau,-0.004146613401131132,0.005526466015836988,-0.01093115467194013,-0.0053224694224951385,4.348949051871151e-5,0.005319485701111548,0.010748674523405423,zInsig
163,TR_BodyLength_mm,Beta_Tau,-0.023397401146279168,0.008730751325407227,-0.01723889147298186,-0.008520998345526524,-1.7298018780740845e-4,0.008262124035585527,0.017105233066838532,NEG
163,TR_Mean_LengthMax,Beta_Tau,-0.01929315336050027,0.008106286443286986,-0.016092411730640473,-0.007823258114033326,1.7720889820567324e-4,0.007800372597773044,0.015761175543669622,NEG
166,TR_adult_body_mass_g,Beta_Tau,0.0209493331699279,0.06641810528500504,-0.12777104187065758,-0.06350978311859255,-3.6255089719257013e-4,0.06387261899640029,0.13170296685524652,zInsig
176,TR_BodyLength_mm,Beta_Tau,-0.0026765139502969394,0.0798580634500748,-0.1560001456159034,-0.07668197210471617,0.0010774035884940074,0.07826449963696261,0.15765410247158912,zInsig
176,TR_QualBS_Numeric,Beta_Tau,0.061336907587477466,0.028919330976129975,-0.057753191101836195,-0.028493601777373964,-4.251944329767619e-4,0.0267414111372308,0.05600883361811384,POS
18,TR_Max_Height,Beta_Tau,-0.2930579881759054,0.1469338518203125,-0.28573153847150773,-0.1465289940879527,0,0.1465289940879527,0.28573153847150773,NEG
18,TR_Mean_SeedMass,Beta_Tau,0.24,0.14167623771774718,-0.28,-0.14,0,0.13333333333333333,0.2734999999999976,zInsig
180,TR_BodyLength_mm,Beta_Tau,-0.07456465914713134,0.004887831563419952,-0.009595952331553793,-0.00477345915164976,-1.3762465749296462e-4,0.0046298537820169804,0.009389197227369916,NEG
180,TR_Mean_LengthMax,Beta_Tau,-0.03751526672066305,0.004618924601966927,-0.00925054975881904,-0.004578676320988207,-1.331575000515848e-5,0.004383504987063396,0.00898995933469188,NEG
182,TR_BodyLength_mm,Beta_Tau,0.03623274025102754,0.049380197804011185,-0.09788701915397678,-0.04660189655950244,-1.7940855513600017e-4,0.04836860670194003,0.09718455547254393,zInsig
182,TR_Mean_LengthMax,Beta_Tau,-9.256376047594994e-18,0.16226753505271263,-0.31111111111111106,-0.15555555555555553,-9.247341029490949e-18,0.15555555555555553,0.32222222222222213,zInsig
183,TR_BodyLength_mm,Beta_Tau,-0.3999999999999999,0.40985733896543847,-0.7999999999999998,-0.3999999999999999,0,0.3999999999999999,0.7999999999999998,zInsig
189,TR_BodyLength_mm,Beta_Tau,-8.434751575534753e-4,0.03960596035250561,-0.07704515582218194,-0.03819190455342097,9.095017201384676e-5,0.038806082260307205,0.07753515346435333,zInsig
189,TR_Mean_LengthMax,Beta_Tau,0.011586102873564888,0.05382119483530025,-0.10202473880226566,-0.0517837424418744,-6.054485409629161e-4,0.05269209734983919,0.10836356803216503,zInsig
190,TR_BodyLength_mm,Beta_Tau,-0.15446222841917895,0.06306671115892662,-0.1249797446903153,-0.06111841227956889,4.26876131006621e-4,0.060581766084464514,0.12421155505843438,NEG
190,TR_Mean_LengthMax,Beta_Tau,-0.14591952601156577,0.08489988315279662,-0.1637411633292577,-0.08351985120523006,0.0015375583544980853,0.08327503742789694,0.16623526857300913,zInsig
195,TR_adult_body_mass_g,Beta_Tau,-0.05260107368529708,0.005077501132580853,-0.009767321820368921,-0.004982307539531647,-8.638263905571143e-5,0.004828886903777721,0.00994585308537403,NEG
202,TR_Mean_SeedMass,Beta_Tau,-0.13842521523975243,0.11744837563568541,-0.22649503693711304,-0.11278796250411818,0,0.11614989324714858,0.2293097052594249,zInsig
204,TR_BodyLength_mm,Beta_Tau,0.029842786454984425,0.0613390183049049,-0.11848918667182377,-0.05872337345569638,5.73107672965905e-5,0.061110716630033285,0.12090456446685491,zInsig
211,TR_BodyLength_mm,Beta_Tau,0.08174839866016337,0.10028509032824447,-0.19639147617088792,-0.09761304871598989,-0.0014410834263775475,0.09654316271963331,0.19395279352999942,zInsig
211,TR_Mean_LengthMax,Beta_Tau,0.14016641565659607,0.10008164531244419,-0.19373113663552252,-0.09867903979413793,-7.562843347940556e-4,0.0966923296579846,0.19578894630359225,zInsig
212,TR_BodyLength_mm,Beta_Tau,-0.09369975902386474,0.05867956327836992,-0.11562200476160518,-0.05729134907189799,-7.889881664424612e-4,0.05720727052508817,0.11436631393549675,zInsig
212,TR_Mean_LengthMax,Beta_Tau,-0.08924917148518058,0.058677194808868675,-0.11394892223042201,-0.055533286664517914,-4.4545547473836644e-4,0.0564860923360205,0.11627456835128534,zInsig
213,TR_BodyLength_mm,Beta_Tau,-0.0682201079782992,0.0063504933681199196,-0.012565893472757146,-0.006233932207267553,5.081282881079229e-5,0.006173353718283426,0.01245140341958177,NEG
213,TR_Mean_LengthMax,Beta_Tau,-0.09415184498920473,0.006361709557559437,-0.012268824864941416,-0.0061578412373860855,3.634534467864422e-5,0.006193319988963569,0.012594883906150222,NEG
214,TR_Max_Height,Beta_Tau,-0.0825974025974026,0.12757408210528456,-0.24846825396825395,-0.12457431457431459,-0.0011255411255411394,0.12295815295815296,0.24987878787878776,zInsig
214,TR_Mean_SeedMass,Beta_Tau,-0.022279942279942278,0.12989930254846938,-0.2488347763347763,-0.12647907647907647,-6.349206349206476e-4,0.12688311688311688,0.2575375180375178,zInsig
217,TR_adult_body_mass_g,Beta_Tau,-0.041730635808848754,0.010256322233796246,-0.019954489717375984,-0.009941009032972362,1.349002803253673e-4,0.00992604311998329,0.02001139742362094,NEG
224,TR_Max_Height,Beta_Tau,-0.11207387578386853,0.14510695687000777,-0.2818827784866996,-0.1392433002163215,-0.003396178054056622,0.1392433002163215,0.28867513459481287,zInsig
224,TR_Mean_SeedMass,Beta_Tau,-0.002849002849002849,0.135751355816975,-0.26495726495726496,-0.1339031339031339,-0.002849002849002849,0.1282051282051282,0.26495726495726496,zInsig
234,TR_Max_Height,Beta_Tau,-0.09090909090909091,0.23589394514413917,-0.45454545454545453,-0.23636363636363636,-0.01818181818181818,0.23636363636363636,0.45454545454545453,zInsig
234,TR_Mean_SeedMass,Beta_Tau,-0.12087912087912088,0.20218017270746766,-0.38461538461538464,-0.2087912087912088,-0.01098901098901099,0.2087912087912088,0.38461538461538464,zInsig
235,TR_Max_Height,Beta_Tau,-0.16363636363636364,0.23300738193045742,-0.45454545454545453,-0.23636363636363636,-0.01818181818181818,0.23636363636363636,0.45454545454545453,zInsig
235,TR_Mean_SeedMass,Beta_Tau,-0.18681318681318682,0.20003480507737234,-0.38461538461538464,-0.18681318681318682,0.01098901098901099,0.18681318681318682,0.38461538461538464,zInsig
240,TR_Mean_SeedMass,Beta_Tau,0.3124274099883856,0.10758524313332025,-0.21022067363530778,-0.10336817653890824,-0.0011614401858304297,0.10569105691056911,0.21022067363530778,POS
241,TR_Max_Height,Beta_Tau,-0.01821349271318068,0.055944579089029535,-0.10888013240921335,-0.05368359579368625,4.689374466656398e-5,0.05519862329504828,0.10834376549152881,zInsig
241,TR_Mean_SeedMass,Beta_Tau,0.06376977213894797,0.057835850641421785,-0.11226965054199668,-0.05615163065903951,-8.875626339556864e-4,0.05643663302304814,0.11341877794644382,zInsig
242,TR_Max_Height,Beta_Tau,-0.21428571428571427,0.28906736455232535,-0.5714285714285714,-0.2857142857142857,0,0.2857142857142857,0.5714285714285714,zInsig
242,TR_Mean_SeedMass,Beta_Tau,-0.06666666666666667,0.2493421950642203,-0.4666666666666667,-0.24444444444444444,-0.022222222222222223,0.24444444444444444,0.4666666666666667,zInsig
243,TR_Max_Height,Beta_Tau,0.28888888888888886,0.2504502608414249,-0.4666666666666667,-0.24444444444444444,-0.022222222222222223,0.24444444444444444,0.4666666666666667,zInsig
243,TR_Mean_SeedMass,Beta_Tau,0.022222222222222223,0.2506898473850377,-0.5111111111111111,-0.24444444444444444,0.022222222222222223,0.24444444444444444,0.4666666666666667,zInsig
246,TR_BodyLength_mm,Beta_Tau,0.03463225186602832,0.09688932941656493,-0.18732899872988046,-0.0928774027316214,0.0015741932666376508,0.09445159599825904,0.18736835356154583,zInsig
248,TR_Max_Height,Beta_Tau,0.14022235687718176,0.1778865279367078,-0.3468658301698707,-0.1697428530618516,0.007380124046167461,0.1697428530618516,0.3468658301698707,zInsig
248,TR_Mean_SeedMass,Beta_Tau,0.05882352941176472,0.17231491115499356,-0.34640522875817,-0.16339869281045755,0.006535947712418302,0.16339869281045755,0.33333333333333337,zInsig
252,TR_BodyLength_mm,Beta_Tau,-0.1904761904761905,0.11598854186989038,-0.22675736961451246,-0.10997732426303856,0,0.11451247165532878,0.22562358276643993,zInsig
252,TR_Mean_LengthMax,Beta_Tau,-0.15241095825835413,0.11918652469325006,-0.23401710612787374,-0.11431238617673806,0.0027044185034842943,0.1143073851971711,0.23130260231559607,zInsig
255,TR_Max_Height,Beta_Tau,0.13740858372430337,0.22135645798242862,-0.44276099200053304,-0.22901430620717225,-0.015267620413811484,0.1984790653795493,0.44276099200053304,zInsig
255,TR_Mean_SeedMass,Beta_Tau,0.16190476190476194,0.19117704329486937,-0.3714285714285715,-0.18095238095238098,-0.009523809523809525,0.18095238095238098,0.3714285714285715,zInsig
271,TR_BodyLength_mm,Beta_Tau,-0.05696641203440971,0.08121445785206471,-0.15557002635726597,-0.07885132708419357,-6.405409238941478e-4,0.07966842217811855,0.15932840916214963,zInsig
271,TR_Mean_LengthMax,Beta_Tau,-0.1640720390720391,0.14203310778107175,-0.28110729548229546,-0.1389957264957265,-0.0016636141636141638,0.13550061050061052,0.275734126984127,zInsig
275,TR_adult_body_mass_g,Beta_Tau,-0.06629935441317958,0.2012994738049951,-0.39779612647907747,-0.19889806323953874,0,0.19889806323953874,0.39779612647907747,zInsig
290,TR_BodyLength_mm,Beta_Tau,-0.0590894818962728,0.06896526726295633,-0.13741650961706312,-0.06622840355392796,-4.771875836845352e-4,0.06741943595473475,0.13584863538580227,zInsig
295,TR_BodyLength_mm,Beta_Tau,-0.07895894749633683,0.03405501823558781,-0.06740118525902156,-0.03289476775228062,4.164822605133104e-4,0.03245821676314624,0.06703477554444769,NEG
296,TR_BodyLength_mm,Beta_Tau,-0.12755313760817283,0.11375382411980182,-0.2250754563868817,-0.11115413374689231,0.0013034244325266563,0.10833092632414465,0.22334754322671874,zInsig
298,TR_Max_Height,Beta_Tau,0.37657233394007533,0.18515066768348698,-0.3598357857649609,-0.17573375583870182,-0.00836827408755723,0.17573375583870182,0.3598357857649609,POS
298,TR_Mean_SeedMass,Beta_Tau,-0.12380952380952383,0.15874133876590169,-0.31428571428571433,-0.1523809523809524,0,0.1523809523809524,0.31428571428571433,zInsig
307,TR_Max_Height,Beta_Tau,-0.06985438893778384,0.1316252945348033,-0.2562491834201036,-0.12573790008801092,0,0.12573790008801092,0.26078971870105966,zInsig
307,TR_Mean_SeedMass,Beta_Tau,-0.10804597701149427,0.12819166826571135,-0.2505747126436782,-0.12183908045977013,0.002298850574712644,0.12643678160919541,0.2505747126436782,zInsig
308,TR_adult_body_mass_g,Beta_Tau,0.7142857142857143,0.3149144324824055,-0.6190476190476191,-0.3333333333333333,0.047619047619047616,0.3333333333333333,0.6190476190476191,POS
311,TR_adult_body_mass_g,Beta_Tau,0.3333333333333333,0.24915238589032854,-0.4666666666666667,-0.24444444444444444,-0.022222222222222223,0.24444444444444444,0.5111111111111111,zInsig
312,TR_adult_body_mass_g,Beta_Tau,0.12121212121212122,0.22110115682049553,-0.42424242424242425,-0.21212121212121213,0,0.21212121212121213,0.42424242424242425,zInsig
316,TR_adult_body_mass_g,Beta_Tau,0.6,0.3546385191260599,-0.7333333333333333,-0.3333333333333333,0.06666666666666667,0.3333333333333333,0.7333333333333333,zInsig
319,TR_adult_body_mass_g,Beta_Tau,-0.06666666666666667,0.24966731763582528,-0.4666666666666667,-0.24444444444444444,0.022222222222222223,0.24444444444444444,0.4666666666666667,zInsig
321,TR_adult_body_mass_g,Beta_Tau,-0.3333333333333333,0.22150918126507277,-0.42424242424242425,-0.21212121212121213,0,0.21212121212121213,0.42424242424242425,zInsig
327,TR_adult_body_mass_g,Beta_Tau,0.23809523809523808,0.316827967355447,-0.6190476190476191,-0.3333333333333333,0.047619047619047616,0.3333333333333333,0.6190476190476191,zInsig
330,TR_BodyLength_mm,Beta_Tau,-0.20789263392224921,0.09821419482990085,-0.18987328603401085,-0.09491725091685516,0.001685335679795179,0.09600855199991146,0.19361950497733074,NEG
330,TR_QualBS_Numeric,Beta_Tau,-0.11121643557680203,0.07518879719900087,-0.14568345853545092,-0.07213131752180163,0.0011149357593706046,0.0750478020691145,0.14686542639278155,zInsig
334,TR_Max_Height,Beta_Tau,0,0.40951974340930636,-0.7999999999999998,-0.3999999999999999,0,0.3999999999999999,0.7999999999999998,zInsig
336,TR_Mean_SeedMass,Beta_Tau,0.13808984977368766,0.12941784862733385,-0.2485617295926378,-0.12888385978877515,0,0.1242808647963189,0.2485617295926378,zInsig
339,TR_adult_body_mass_g,Beta_Tau,-0.029411764705882353,0.17780656722887067,-0.35294117647058826,-0.17647058823529413,0,0.17647058823529413,0.3382352941176471,zInsig
340,TR_Mean_SeedMass,Beta_Tau,-0.14705882352941177,0.17981758192731614,-0.3382352941176471,-0.17647058823529413,0,0.17647058823529413,0.35294117647058826,zInsig
349,TR_BodyLength_mm,Beta_Tau,0.29157135435396075,0.17730878867479877,-0.34510090944993876,-0.17370208344491278,-0.0061355466742597006,0.172931782161811,0.34196468891015563,zInsig
355,TR_Max_Height,Beta_Tau,0.03034365747250821,0.06280144883323413,-0.12267609955887737,-0.06140635896095263,-1.438088031872427e-4,0.059968270929080206,0.12267609955887729,zInsig
355,TR_Mean_SeedMass,Beta_Tau,0.06313141244706313,0.05368726531257597,-0.10417076150978662,-0.05228192936151555,-2.3585832794668668e-4,0.05228192936151555,0.10401352262448883,zInsig
356,TR_Mean_SeedMass,Beta_Tau,0.0826304732979787,0.047141480121628755,-0.09264025531677514,-0.04608807257387746,3.342654115602138e-4,0.04502369129717901,0.09197847486892875,zInsig
358,TR_adult_body_mass_g,Beta_Tau,-0.14285714285714285,0.3194937371503901,-0.6190476190476191,-0.3333333333333333,0.047619047619047616,0.3333333333333333,0.6190476190476191,zInsig
359,TR_BodyLength_mm,Beta_Tau,0.046431625351998435,0.07484682551864909,-0.14363486079590343,-0.07155544592759788,8.653334879262718e-5,0.0735636760069485,0.14926210662129963,zInsig
359,TR_Mean_LengthMax,Beta_Tau,-0.08974358974358976,0.13171759823839446,-0.25641025641025644,-0.12896825396825395,-0.0012210012210012357,0.1256105006105006,0.25458257020757014,zInsig
360,TR_adult_body_mass_g,Beta_Tau,0.22814440482708156,0.09298669797244549,-0.1774456481988412,-0.08644787989174316,0.0032499202966820733,0.09489767266311655,0.18524545691087818,POS
361,TR_adult_body_mass_g,Beta_Tau,0.07142857142857142,0.28603028178414236,-0.5714285714285714,-0.2857142857142857,0,0.2857142857142857,0.5714285714285714,zInsig
363,TR_adult_body_mass_g,Beta_Tau,0.14285714285714285,0.20031106249484873,-0.38461538461538464,-0.18681318681318682,0.01098901098901099,0.2087912087912088,0.38461538461538464,zInsig
364,TR_Max_Height,Beta_Tau,0.22237479499833038,0.2954661860765519,-0.592999453328881,-0.2964997266644405,0,0.2964997266644405,0.592999453328881,zInsig
364,TR_Mean_SeedMass,Beta_Tau,0.19999999999999996,0.4128460485289626,-0.7999999999999998,-0.3999999999999999,0,0.3999999999999999,0.7999999999999998,zInsig
365,TR_BodyLength_mm,Beta_Tau,0.17418377919148992,0.09597898097353154,-0.1878653697815434,-0.09305008288182842,2.505722877608601e-4,0.0943312668366372,0.18663101534100304,zInsig
366,TR_adult_body_mass_g,Beta_Tau,0.033333333333333326,0.18372485742299893,-0.35,-0.18333333333333332,0,0.18333333333333332,0.35,zInsig
367,TR_QualBS_Numeric,Beta_Tau,NaN,NA,NA,NA,NA,NA,NA,NA
371,TR_BodyLength_mm,Beta_Tau,0.09249945801257606,0.2524521529937923,-0.5087470190691683,-0.23124864503144016,0,0.23124864503144016,0.5087470190691683,zInsig
372,TR_adult_body_mass_g,Beta_Tau,0.17747617406364638,0.05948692375595507,-0.11808535800869964,-0.05700452998322176,7.127726667926906e-4,0.057102411072483636,0.11615472633763715,POS
373,TR_adult_body_mass_g,Beta_Tau,0.08754578754578754,0.15078928711979295,-0.2988074425574425,-0.15217282717282715,-0.0021811521811521822,0.14469696969696966,0.292047952047952,zInsig
374,TR_adult_body_mass_g,Beta_Tau,-0.030389874836468277,0.021356084919125596,-0.0416711333700583,-0.020510013572031704,-2.0161780907112747e-4,0.02048007068148251,0.04173693799154485,zInsig
374,TR_BodyLength_mm,Beta_Tau,0.010832466177794124,0.03407110366999366,-0.06621277615599437,-0.03320586308755068,2.1205386379716154e-4,0.03311820197834858,0.06652728087049595,zInsig
381,TR_adult_body_mass_g,Beta_Tau,0.12121212121212122,0.22057720526747143,-0.42424242424242425,-0.21212121212121213,0,0.21212121212121213,0.42424242424242425,zInsig
384,TR_Max_Height,Beta_Tau,-0.4923659639173309,0.2229535532107416,-0.43082021842766455,-0.21541010921383227,0,0.21541010921383227,0.43082021842766455,NEG
384,TR_Mean_SeedMass,Beta_Tau,0.30303030303030304,0.22029230021628893,-0.42424242424242425,-0.21212121212121213,0,0.21212121212121213,0.42424242424242425,zInsig
389,TR_Max_Height,Beta_Tau,-0.035121516643053775,0.1921615318002917,-0.3687759247520646,-0.19316834153679574,0,0.19316834153679574,0.3689954342310805,zInsig
389,TR_Mean_SeedMass,Beta_Tau,-0.15899720766358738,0.18508603318015543,-0.3598357857649609,-0.17573375583870182,-0.00836827408755723,0.17573375583870182,0.3598357857649609,zInsig
39,TR_adult_body_mass_g,Beta_Tau,0.06666666666666668,0.1917762396817922,-0.3714285714285715,-0.18095238095238098,0.009523809523809525,0.20000000000000004,0.3714285714285715,zInsig
392,TR_Max_Height,Beta_Tau,-0.4776651472212256,0.2795869393448694,-0.5373732906238788,-0.2686866453119394,0.028988551782622423,0.2686866453119394,0.550782483869826,zInsig
392,TR_Mean_SeedMass,Beta_Tau,-0.08703882797784893,0.2674829876993377,-0.5352643613280605,-0.26111648393354675,0.028171808490950558,0.26111648393354675,0.5352643613280605,zInsig
393,TR_Max_Height,Beta_Tau,0.3948735948694923,0.21374204858702509,-0.4211985011941251,-0.21059925059706255,0,0.21059925059706255,0.4211985011941251,zInsig
393,TR_Mean_SeedMass,Beta_Tau,0.07692307692307693,0.20915184248122798,-0.41025641025641024,-0.20512820512820512,0,0.20512820512820512,0.41025641025641024,zInsig
394,TR_Max_Height,Beta_Tau,-0.4351941398892446,0.27479799225098,-0.5512459105263765,-0.26111648393354675,0.029012942659282972,0.26111648393354675,0.5512459105263765,zInsig
394,TR_Mean_SeedMass,Beta_Tau,-0.44444444444444453,0.2698403357779931,-0.5555555555555557,-0.27777777777777785,0,0.27777777777777785,0.5000000000000001,zInsig
396,TR_Max_Height,Beta_Tau,0.041147559989891176,0.16752818393014532,-0.324037034920393,-0.16806139112183874,-0.005092769427934507,0.1594467949608283,0.320844473959874,zInsig
396,TR_Mean_SeedMass,Beta_Tau,0.22710998958306758,0.1654521078754337,-0.32444284226152514,-0.16222142113076257,0,0.16222142113076257,0.32444284226152514,zInsig
398,TR_Max_Height,Beta_Tau,-0.5455447255899809,0.29328648941110513,-0.5455447255899809,-0.2545875386086578,0.036369648372665396,0.32732683535398854,0.5455447255899809,zInsig
